from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5872400;5991515;341;23893;99;77;27562;96;78;27562;52;32830;46;32808
5872401;5991515;336;23500;88;74;28613;91;69;26950;52;32542;46;32520
5872402;5991515;333;23343;86;72;28442;86;67;26779;53;32410;46;32388
5872403;5991515;331;23180;86;74;28314;91;69;26651;50;31925;44;31903
5872404;5991515;327;22920;83;70;28053;86;65;26390;51;32053;45;32031
5872405;5991515;323;22608;88;74;27788;91;69;26124;49;31704;43;31682
5872406;5991515;323;22590;86;74;27769;91;69;26106;52;31871;45;31848
5872407;5991515;332;23243;99;77;26759;98;78;26759;55;32569;48;32547
5872408;5991515;339;23703;101;84;27219;105;85;27219;47;31540;42;31518
5872409;5991515;339;23746;101;84;27262;105;85;27262;48;31532;43;31510
5872410;5991515;291;20362;115;95;28017;117;96;28017;48;31470;43;31447
5872411;5991515;305;21353;88;60;24156;96;63;24583;52;32498;46;32476
5872412;5991515;298;20854;82;58;23587;96;61;24013;51;31979;45;31957
5872413;5991515;296;20726;93;69;23720;102;72;24147;53;31804;47;31782
5872414;5991515;294;20587;93;67;23582;102;70;24008;49;31274;43;31252
5872415;5991515;291;20344;93;64;23338;102;67;23765;51;31709;45;31687
5872416;5991515;296;20747;93;69;23742;102;72;24168;52;32001;46;31978
5872417;5991515;288;20175;93;73;23242;109;75;23668;51;31296;45;31274
5872418;5991515;289;20211;93;74;23278;109;76;23704;49;30932;43;30910
5872419;5991515;288;20176;93;73;23242;109;75;23669;50;31249;44;31227
5872420;5991515;293;20499;100;75;23992;109;80;23992;53;31660;47;31638
5872421;5991515;295;20681;107;77;24174;115;82;24174;52;31146;46;31123
5872422;5991515;303;21178;120;92;24522;126;97;24522;52;32216;46;32194
5872423;5991515;302;21117;120;91;24461;121;96;24461;52;32347;46;32325
5872424;5991515;302;21148;120;92;24492;126;97;24492;52;32314;46;32292
5872425;5991515;307;21470;121;96;24814;131;101;24814;54;32770;49;32747
5872426;5991515;321;22496;134;111;25840;149;116;25840;58;33380;52;33357
5872427;5991515;321;22490;134;111;25834;149;116;25834;57;33111;51;33088
5872428;5991515;288;20135;107;92;21717;118;99;21892;55;33845;50;33822
5872429;5991515;285;19962;107;89;21544;115;96;21719;51;25674;45;25652
5872430;5991515;281;19648;104;85;21230;115;92;21405;49;25335;44;25313
5872431;5991515;280;19609;104;84;21192;115;91;21366;48;25319;43;25296
5872432;5991515;281;19696;104;85;21278;115;92;21453;49;25467;43;25445
5872433;5991515;280;19593;104;84;21175;115;91;21350;50;25925;45;25902
5872434;5991515;281;19650;88;73;21832;108;90;21260;52;26013;46;25991
5872435;5991515;280;19570;88;72;21751;105;88;21179;50;26645;45;26622
5872436;5991515;281;19646;88;73;21827;108;90;21255;46;26126;41;26104
5872437;5991515;289;20246;79;61;21468;100;87;29730;48;26588;43;26566
5872438;5991515;287;20080;76;59;21301;95;84;29495;46;26130;41;26108
5872439;5991515;288;20190;73;57;21796;90;74;27899;46;26291;41;26269
5872440;5991515;293;20484;73;55;21712;90;73;27816;50;26807;44;26785
5872441;5991515;298;20882;76;62;22012;88;71;27691;51;27138;45;27116
5872442;5991515;296;20729;85;67;22763;87;73;27462;46;25907;41;25885
5872443;5991515;294;20594;84;67;22740;87;73;27439;48;25847;42;25825
5872444;5991515;306;21389;85;67;23027;90;72;27475;48;26461;43;26439
5872445;5991515;309;21598;85;70;23236;90;75;27684;49;26916;44;26894
5872446;5991515;313;21887;91;74;23524;95;84;29232;52;27184;46;27162
5872447;5991515;319;22320;97;81;26774;101;85;28887;51;27422;46;27400
5872448;5991515;320;22371;91;76;26378;94;80;28492;50;28126;44;28103
5872449;5991515;315;22052;86;71;26059;89;75;28173;48;27768;43;27745
5872450;5991515;311;21752;83;68;25548;89;72;27662;48;27539;43;27516
5872451;5991515;308;21544;83;65;25341;89;69;27454;47;27225;41;27203
5872452;5991515;304;21277;83;65;25335;89;69;27449;50;27050;45;27028
5872453;5991515;303;21198;85;70;25643;89;73;27757;49;27007;43;26984
5872454;5991515;310;21691;104;88;26301;110;92;26301;47;27617;42;27594
5872455;5991515;304;21266;97;82;25876;101;86;27989;47;27355;42;27333
5872456;5991515;316;22113;113;95;25136;114;99;25136;47;27303;42;27281
5872457;5991515;308;21540;101;87;24563;107;91;24563;44;26594;40;26572
5872458;5991515;306;21413;98;85;24436;107;89;24436;46;26684;41;26662
5872459;5991515;325;22779;104;91;30144;111;103;36988;46;27488;41;30352
5872460;5991515;319;22362;97;85;28415;107;95;35259;50;28220;44;29731
5872461;5991515;321;22443;99;86;28466;107;96;35310;45;27401;39;28912
5872462;5991515;319;22309;97;83;23920;107;96;35348;45;28791;39;29048
5872463;5991515;322;22566;101;90;28761;112;100;35605;46;29048;40;29305
5872464;5991515;324;22681;103;94;29001;115;103;35846;47;29335;40;29592
5872465;5991515;322;22554;111;99;26890;122;113;36484;50;34964;44;34564
5872466;5991515;325;22778;113;96;26674;122;111;28480;48;34659;42;34258
5872467;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5872468;5991515;330;23126;114;94;26498;119;109;29652;48;34044;42;33643
5872469;5991515;331;23195;107;93;26412;114;102;29187;49;33950;44;33550
5872470;5991515;332;23224;102;93;26575;106;97;34708;51;34146;44;34123
5872471;5991515;333;23335;100;93;26586;104;97;34678;48;33595;42;33195
5872472;5991515;343;23994;91;85;34130;95;89;35175;51;33257;45;33234
5872473;5991515;344;24050;85;80;34825;89;84;34825;48;33025;42;33003
5872474;5991515;339;23760;82;76;34534;87;80;34534;42;31374;36;31352
5872475;5991515;340;23793;79;73;34295;83;77;34295;49;32969;43;32947
5872476;5991515;348;24354;90;82;27793;93;88;35114;45;31707;40;32780
5872477;5991515;344;24097;87;79;27537;89;82;34032;38;30185;33;30163
5872478;5991515;347;24294;87;80;27676;88;77;33959;41;31023;36;31000
5872479;5991515;353;24707;94;82;33479;91;80;34209;40;31112;35;31090
5872480;5991515;352;24648;96;85;27852;91;80;34001;42;30828;36;30806
5872481;5991515;357;24967;99;90;28171;96;85;34547;41;30986;35;30963
5872482;5991515;360;25186;102;93;28390;103;88;34539;40;31165;34;31143
5872483;5991515;367;25661;103;90;30617;106;95;35014;43;31743;37;31720
5872484;5991515;366;25607;102;89;30979;106;84;39161;42;31701;36;31679
5872485;5991515;369;25834;98;85;30664;107;98;34108;44;32193;38;32171
5872486;5991515;373;26122;97;87;37742;103;89;37313;45;32378;39;32356
5872487;5991515;378;26467;97;87;37780;103;89;37352;47;32896;41;32873
5872488;5991515;379;26521;97;85;30241;103;87;37198;45;34735;39;34712
5872489;5991515;376;26302;98;90;30557;107;96;33152;49;34957;43;34934
5872490;5991515;385;26982;97;85;36782;103;86;37929;41;33221;36;33199
5872491;5991515;381;26674;95;82;36586;99;83;37732;42;33507;36;33485
5872492;5991515;386;26993;97;86;36833;102;87;37979;46;33740;40;33717
5872493;5991515;389;27245;97;85;31606;97;83;30672;50;34012;43;35240
5872494;5991515;391;27393;95;81;35744;94;80;30453;50;35565;44;35542
5872495;5991515;395;27618;96;84;35968;97;78;30309;53;35495;47;35473
5872496;5991515;402;28152;95;87;32356;92;75;30120;45;35285;39;35262
5872497;5991515;401;28047;93;82;34878;92;70;29772;44;35187;38;35164
5872498;5991515;404;28259;90;79;34632;93;67;29534;45;35337;39;35314
5872499;5991515;403;28225;90;77;31107;92;63;29286;46;33920;39;35595
5872500;5991515;407;28482;91;75;30903;90;61;29081;46;34231;40;35907
5872501;5991515;411;28756;94;78;31155;88;64;29333;47;34678;41;34656
5872502;5991515;416;29100;92;78;34900;90;69;29692;47;33970;41;33948
5872503;5991515;415;29022;89;75;34729;89;71;29824;47;34837;40;34815
5872504;5991515;416;29093;92;76;34788;92;77;30248;48;33672;42;33649
5872505;5991515;423;29578;89;73;34554;95;77;34554;44;33437;38;33415
5872506;5991515;420;29403;86;70;34380;92;74;34380;44;33554;38;33531
5872507;5991515;424;29661;89;74;34629;93;78;34629;47;33523;41;33501
5872508;5991515;427;29896;93;78;34949;92;80;31430;42;33261;37;33239
5872509;5991515;431;30158;96;83;35288;95;83;30011;44;33729;39;33707
5872510;5991515;436;30493;93;81;36656;93;78;30701;45;33922;39;33900
5872511;5991515;438;30660;99;89;37464;95;81;30366;48;34393;42;34371
5872512;5991515;440;30769;95;85;35568;93;79;30226;46;34700;40;34678
5872513;5991515;445;31155;88;80;35240;87;73;30635;47;35349;41;35327
5872514;5991515;445;31177;86;77;35038;86;75;30716;48;36036;41;36024
5872515;5991515;449;31461;84;75;34620;87;78;31514;50;36375;44;36363
5872516;5991515;451;31579;83;73;34437;87;76;31643;49;36022;42;36000
5872517;5991515;454;31813;83;72;34135;87;76;31610;49;36145;42;36123
5872518;5991515;456;31954;81;75;36195;85;80;35106;50;36535;43;36513
5872519;5991515;460;32215;81;73;36039;83;77;34907;51;36730;44;36708
5872520;5991515;465;32561;81;73;36026;83;77;36026;55;37807;47;37784
5872521;5991515;466;32649;80;72;35970;82;76;35970;54;37427;46;37405
5872522;5991515;468;32791;82;76;36275;87;80;35514;53;37479;45;37457
5872523;5991515;470;32928;85;77;37369;88;77;37369;54;37725;46;37703
5872524;5991515;472;33046;86;80;37805;91;80;37805;57;38186;49;38164
5872525;5991515;476;33328;90;82;37922;95;82;37922;54;39214;47;39192
5872526;5991515;480;33616;93;83;35647;98;84;35647;55;39994;47;39972
5872527;5991515;480;33613;94;80;35444;95;81;35444;54;39503;47;39480
5872528;5991515;484;33911;92;75;35097;95;76;35097;53;39503;46;39480
5872529;5991515;490;34328;94;79;35918;96;80;35918;52;41102;45;41080
5872530;5991515;495;34650;95;81;36044;97;82;36044;51;41133;44;41111
5872531;5991515;502;35124;92;79;37482;93;79;36436;48;39867;42;39845
5872532;5991515;503;35243;94;75;37229;93;75;36183;51;40615;44;41197
5872533;5991515;505;35383;91;80;37231;94;79;36021;53;40846;46;41427
5872534;5991515;509;35616;90;82;38579;96;82;36287;54;41174;47;41509
5872535;5991515;513;35888;92;83;39374;96;89;38772;54;41733;46;42228
5872536;5991515;518;36226;96;85;39303;100;92;38980;55;42082;48;42577
5872537;5991515;515;36036;97;83;39114;101;92;39114;55;42268;47;42849
5872538;5991515;517;36207;100;84;39589;101;93;39589;57;42487;50;43068
5872539;5991515;537;37622;111;93;40784;119;103;40784;58;43673;50;44254
5872540;5991515;538;37655;111;94;40818;119;104;40818;59;43726;51;44308
5872541;5991515;539;37762;111;95;40925;120;105;40925;58;43858;51;44440
5872542;5991515;542;37938;114;98;41101;121;108;41101;61;44258;53;44839
5872543;5991515;548;38369;121;105;41615;126;115;41615;61;43393;53;43804
5872544;5991515;547;38316;129;115;42281;128;118;42281;61;43701;54;44112
5872545;5991515;551;38599;132;119;42530;132;122;42565;63;44122;56;44533
5872546;5991515;558;39046;140;125;42977;143;128;43012;64;44436;56;44847
5872547;5991515;564;39493;149;132;43423;147;131;43458;66;44822;58;45233
5872548;5991515;565;39536;149;132;43467;149;131;43502;69;45014;61;45425
5872549;5991515;568;39759;149;135;43689;150;134;43724;73;45575;66;45987
5872550;5991515;-1;-1;-1;-1;-1;-1;-1;-1;72;45489;64;45900
5874257;5991515;336;23503;98;82;27882;95;83;27882;53;33031;46;33009
5874258;5991515;341;23899;94;74;27350;94;75;27350;52;32943;46;32921
5874259;5991515;335;23425;86;73;28539;91;68;26876;51;32509;45;32487
5874260;5991515;331;23136;83;69;28250;84;64;26587;52;32295;46;32273
5874261;5991515;328;22992;83;71;28107;86;67;26776;51;32112;45;32090
5874262;5991515;323;22617;83;70;28057;86;65;26393;49;31676;43;31654
5874263;5991515;321;22435;83;70;27704;86;65;26040;49;31406;43;31384
5874264;5991515;320;22386;83;71;27566;86;66;25902;52;31671;46;31648
5874265;5991515;325;22718;88;70;26234;91;71;26234;54;31672;48;31650
5874266;5991515;343;23999;108;88;27516;114;89;27516;50;31698;45;31676
5874267;5991515;344;24068;108;89;27584;114;90;27584;47;31403;42;31381
5874268;5991515;286;20036;108;89;27619;114;90;27619;47;31194;42;31172
5874269;5991515;290;20284;115;94;27939;117;95;27939;49;31097;44;31074
5874270;5991515;297;20763;82;56;23503;96;59;23929;51;31966;45;31944
5874271;5991515;292;20416;82;56;23496;96;59;23922;50;31548;44;31526
5874272;5991515;291;20385;93;64;23380;102;67;23806;49;31241;43;31219
5874273;5991515;287;20064;82;60;23058;96;63;23485;51;31512;46;31489
5874274;5991515;285;19955;93;64;23390;102;67;23817;50;30842;44;30820
5874275;5991515;286;20050;93;71;23116;109;73;23543;49;31098;43;31076
5874276;5991515;283;19830;93;68;22896;102;70;23323;50;30942;44;30919
5874277;5991515;288;20156;93;73;23226;109;75;23652;51;31395;45;31373
5874278;5991515;293;20519;100;75;24012;109;80;24012;52;31634;47;31612
5874279;5991515;286;20017;100;76;23361;107;81;23361;50;31030;44;31008
5874280;5991515;300;20966;120;89;24310;121;94;24310;51;32073;45;32050
5874281;5991515;298;20871;118;88;24215;121;93;24215;51;32031;45;32009
5874282;5991515;300;20989;120;89;24333;121;94;24333;54;32383;48;32361
5874283;5991515;305;21316;120;94;24661;126;99;24661;55;32780;49;32758
5874284;5991515;312;21819;126;101;25163;137;106;25163;54;32544;49;32522
5874285;5991515;325;22733;134;114;26077;153;119;26077;55;32962;49;32940
5874286;5991515;287;20096;107;91;21679;118;98;21854;54;33009;48;32987
5874287;5991515;284;19860;104;88;21442;115;95;21617;49;25576;44;25554
5874288;5991515;281;19648;104;85;21230;115;92;21405;49;25366;43;25343
5874289;5991515;275;19222;95;79;20804;105;86;20979;49;25072;43;25050
5874290;5991515;278;19458;104;82;21040;109;89;21215;49;25441;43;25418
5874291;5991515;280;19571;104;84;21153;112;91;21328;52;25967;46;25945
5874292;5991515;278;19493;85;71;21675;105;87;21103;47;26437;41;26415
5874293;5991515;276;19291;85;68;21473;105;84;20901;49;26549;44;26527
5874294;5991515;275;19236;85;63;21743;101;84;20846;48;26268;43;26245
5874295;5991515;276;19310;85;64;21817;105;85;20920;47;26493;42;26471
5874296;5991515;283;19816;73;55;21037;98;86;29617;47;26231;42;26209
5874297;5991515;285;19963;73;57;21184;99;86;29660;49;26529;44;26507
5874298;5991515;294;20608;76;59;21990;93;77;28094;51;26913;46;26891
5874299;5991515;294;20560;84;71;23281;90;76;27730;50;27089;45;27067
5874300;5991515;291;20370;83;69;23060;90;72;27508;45;25459;40;25436
5874301;5991515;291;20376;83;68;22983;88;71;27431;48;25721;43;25699
5874302;5991515;295;20668;85;69;23162;90;74;27611;49;26521;43;26498
5874303;5991515;296;20685;102;89;26212;95;85;27998;49;27108;44;27086
5874304;5991515;295;20670;102;88;26197;95;84;27982;53;27488;47;27466
5874305;5991515;301;21065;104;86;27210;103;87;26784;48;25738;42;25716
5874306;5991515;297;20817;97;80;28112;101;83;26536;47;26379;42;26356
5874307;5991515;298;20826;97;80;28121;101;83;26544;49;28079;44;28057
5874308;5991515;296;20706;99;80;25186;101;84;27299;50;28226;44;28204
5874309;5991515;297;20790;90;79;28744;95;81;24989;47;26200;41;26178
5874310;5991515;298;20888;82;63;25003;88;67;27117;46;27085;41;27062
5874311;5991515;299;20937;86;70;25018;89;74;27131;48;26956;43;26934
5874312;5991515;315;22030;107;93;26640;113;97;28754;45;26545;40;26402
5874313;5991515;300;20968;93;78;25578;100;82;27692;46;27065;41;27043
5874314;5991515;303;21180;101;82;24203;102;86;24203;43;26089;39;26067
5874315;5991515;303;21230;97;83;24253;103;87;24253;44;26420;39;26397
5874316;5991515;302;21165;97;82;24188;102;86;24188;45;26468;41;26446
5874317;5991515;306;21446;99;86;24469;113;90;24469;48;27608;43;30472
5874318;5991515;328;22984;104;94;30348;118;106;37192;49;27474;43;29138
5874319;5991515;316;22104;90;81;28127;101;91;34972;45;27256;38;28767
5874320;5991515;315;22065;92;79;23676;101;93;35104;46;28625;40;28882
5874321;5991515;323;22619;102;91;28814;112;101;35658;48;29220;42;29477
5874322;5991515;323;22622;113;100;26958;122;113;36503;46;29304;40;29561
5874323;5991515;319;22303;109;96;26772;121;109;36232;47;34691;41;34291
5874324;5991515;323;22589;112;98;26778;122;110;28439;49;34643;43;34242
5874325;5991515;328;22947;108;91;26320;116;106;29474;45;34013;39;33613
5874326;5991515;324;22695;103;88;26068;113;103;29221;45;33826;40;33425
5874327;5991515;331;23159;106;92;26377;114;102;29152;47;33740;41;33340
5874328;5991515;326;22820;103;87;26038;107;98;28064;43;33139;38;32739
5874329;5991515;326;22824;103;87;26041;107;98;28067;46;33444;40;33044
5874330;5991515;344;24089;91;85;34097;95;89;35142;47;33166;41;32765
5874331;5991515;340;23807;87;81;34860;91;85;34860;42;31467;37;31444
5874332;5991515;336;23527;80;74;34422;85;78;34422;41;31349;35;31327
5874333;5991515;339;23698;79;73;34318;83;77;34318;43;31015;37;30993
5874334;5991515;343;24043;85;77;27288;89;81;34603;41;31428;36;31405
5874335;5991515;341;23903;87;80;27627;88;80;33838;41;31470;36;31448
5874336;5991515;344;24106;89;82;27489;83;74;33772;38;30109;33;30087
5874337;5991515;347;24270;89;80;27458;83;75;33607;39;30605;34;30583
5874338;5991515;349;24409;89;82;27614;87;77;33762;41;30546;35;30524
5874339;5991515;352;24606;96;85;27810;91;80;33959;41;30747;35;30725
5874340;5991515;355;24864;97;88;28068;95;83;34217;43;31123;37;31101
5874341;5991515;361;25270;102;93;30845;103;89;34624;42;32011;36;31989
5874342;5991515;365;25579;102;93;30856;106;94;35012;42;32029;36;32007
5874343;5991515;369;25847;103;97;33585;108;95;35122;44;32482;38;32459
5874344;5991515;372;26043;97;88;31174;107;97;34037;43;32368;37;32346
5874345;5991515;376;26331;98;88;31169;107;97;34032;45;32628;39;32606
5874346;5991515;375;26218;100;88;38472;107;100;35737;44;32844;38;32821
5874347;5991515;373;26103;99;88;38446;108;98;33279;45;34290;39;34267
5874348;5991515;377;26421;99;91;37228;109;98;33285;44;34185;38;34163
5874349;5991515;377;26416;96;83;36635;103;87;37953;42;33553;37;33531
5874350;5991515;383;26834;98;88;36208;106;88;31026;44;34168;38;34146
5874351;5991515;384;26882;97;84;35950;100;85;30768;46;34231;40;34208
5874352;5991515;388;27143;97;84;35965;100;85;30783;46;34565;40;34543
5874353;5991515;400;28021;97;86;35506;99;80;30461;43;34465;37;34443
5874354;5991515;397;27787;95;83;35272;95;77;30227;43;33539;37;33517
5874355;5991515;399;27913;91;82;31420;88;68;29598;43;33288;37;33265
5874356;5991515;401;28036;90;78;31158;88;64;29336;43;33953;37;33931
5874357;5991515;401;28047;90;75;30923;89;61;29101;43;33765;37;33743
5874358;5991515;404;28246;89;70;30607;85;56;28786;43;33594;38;33572
5874359;5991515;409;28602;91;76;31002;88;62;29180;47;34821;40;34799
5874360;5991515;412;28829;91;79;35011;87;68;29631;46;33815;40;33793
5874361;5991515;411;28736;88;74;34606;89;74;30006;46;33633;39;33611
5874362;5991515;414;28966;86;70;34349;89;74;34349;46;33894;40;33872
5874363;5991515;418;29249;84;68;34229;90;72;34229;46;34206;40;34072
5874364;5991515;416;29134;83;66;34102;90;70;34102;42;32282;36;32198
5874365;5991515;422;29541;89;74;34668;91;78;34668;44;33619;38;33597
5874366;5991515;425;29740;94;81;35105;93;78;29377;44;33677;38;33654
5874367;5991515;427;29886;94;80;35650;94;79;29740;45;33875;39;33852
5874368;5991515;430;30125;94;82;36208;95;79;30267;46;34370;40;34348
5874369;5991515;434;30410;99;89;37215;93;77;30141;45;34431;39;34409
5874370;5991515;437;30624;96;84;36590;94;77;30082;46;34720;40;34698
5874371;5991515;439;30729;89;82;36890;87;72;30223;48;36085;42;35535
5874372;5991515;443;31010;91;82;35361;91;77;30849;51;36234;45;36222
5874373;5991515;445;31141;87;79;34894;89;79;31025;49;36327;42;36314
5874374;5991515;449;31435;84;74;34088;87;78;35133;50;35946;43;35905
5874375;5991515;450;31502;81;72;33792;84;76;31783;48;35766;42;35744
5874376;5991515;454;31790;80;70;33636;83;78;32116;49;36102;42;36080
5874377;5991515;458;32028;77;69;33549;82;73;34594;50;36424;43;36402
5874378;5991515;467;32664;83;77;36342;88;81;35455;52;36440;44;36417
5874379;5991515;463;32441;82;73;33857;86;77;34903;53;37355;45;37333
5874380;5991515;464;32505;83;77;36965;87;80;35942;53;37510;45;36818
5874381;5991515;466;32607;83;73;34919;89;80;35965;54;36886;45;36864
5874382;5991515;473;33092;89;83;37752;94;83;37752;56;37223;47;37201
5874383;5991515;472;33046;86;80;36528;93;79;36528;53;39100;46;39078
5874384;5991515;475;33252;90;83;36734;94;82;36734;55;39478;47;39456
5874385;5991515;478;33444;94;87;36524;100;86;36524;54;39319;46;39297
5874386;5991515;484;33854;91;74;35031;93;75;35031;52;41362;45;41339
5874387;5991515;488;34162;91;76;34912;95;78;34912;52;41443;45;41421
5874388;5991515;492;34413;94;80;35162;98;82;35162;53;41696;46;41674
5874389;5991515;498;34858;89;76;36957;90;75;35747;53;41203;45;41784
5874390;5991515;499;34942;88;74;36817;91;73;35606;51;40818;44;41399
5874391;5991515;503;35180;89;77;37028;90;76;35818;55;41309;47;41891
5874392;5991515;507;35493;89;78;38274;95;81;36152;55;41632;47;42214
5874393;5991515;512;35833;94;83;39111;99;86;36510;55;42009;47;42591
5874394;5991515;513;35896;95;81;38974;97;90;38974;55;42100;47;42595
5874395;5991515;512;35851;94;80;38932;97;89;38932;55;42316;48;42898
5874396;5991515;518;36262;96;80;39308;99;89;39308;56;42422;49;43003
5874397;5991515;534;37372;111;90;40534;116;100;40534;57;43445;50;44026
5874398;5991515;533;37326;111;89;40489;116;99;40489;58;43559;51;44140
5874399;5991515;540;37802;112;96;40965;120;106;40965;60;43899;52;44480
5874400;5991515;542;37960;121;104;41926;125;113;41926;60;44284;52;44866
5874401;5991515;543;38006;121;104;41972;125;113;41972;61;43322;53;43733
5874402;5991515;549;38422;129;116;42387;129;119;42387;62;43744;54;44155
5874403;5991515;553;38739;133;121;42670;132;124;42705;62;44054;54;44465
5874404;5991515;556;38910;137;123;42841;141;126;42876;62;44285;54;44697
5874405;5991515;560;39166;140;126;43596;143;130;43131;64;44700;57;45111
5874406;5991515;564;39453;148;131;43383;147;130;43418;68;44950;60;45361
5874407;5991515;569;39797;149;136;43728;150;135;43763;70;45332;62;45743
5874408;5991515;576;40320;171;147;51575;155;127;42911;71;45450;64;45861
5876113;5991515;332;23234;100;82;28863;101;83;33446;55;33211;49;33189
5876114;5991515;341;23879;90;74;27330;91;75;27330;54;33022;47;33000
5876115;5991515;338;23634;88;70;27084;91;71;27084;51;32642;45;32619
5876116;5991515;336;23505;88;74;28619;89;69;26955;53;32733;47;32711
5876117;5991515;341;23896;94;77;27534;94;78;27534;54;33218;48;33196
5876118;5991515;342;23951;99;77;27589;96;78;27589;51;31778;45;31756
5876119;5991515;318;22284;83;69;27413;84;64;25750;49;31351;43;31329
5876120;5991515;317;22172;83;68;27352;84;63;25688;49;31187;43;31164
5876121;5991515;322;22512;86;73;27692;86;68;26029;52;31556;46;31533
5876122;5991515;325;22722;88;70;26239;91;71;26239;52;31848;47;31825
5876123;5991515;290;20295;115;94;27956;117;95;27956;49;31500;44;31478
5876124;5991515;284;19904;115;98;28252;119;99;28252;46;31057;41;31035
5876125;5991515;281;19688;115;95;27995;117;96;27995;46;30801;41;30779
5876126;5991515;282;19733;122;99;28291;119;100;28291;48;30861;43;30839
5876127;5991515;293;20484;88;61;23831;96;64;24258;51;31596;46;31574
5876128;5991515;289;20207;82;58;22962;96;61;23388;49;31192;43;31169
5876129;5991515;285;19936;82;56;22774;96;59;23200;49;30973;43;30951
5876130;5991515;280;19610;93;63;23272;102;66;23698;48;30699;42;30677
5876131;5991515;279;19536;93;64;22603;102;66;23029;48;30417;42;30395
5876132;5991515;281;19650;93;66;22717;102;68;23143;51;30911;45;30889
5876133;5991515;286;19993;100;75;24017;107;80;24017;52;31494;46;31472
5876134;5991515;282;19725;93;74;22643;107;76;23069;48;30655;43;30633
5876135;5991515;282;19752;93;75;22670;107;77;23096;49;30968;44;30945
5876136;5991515;299;20910;118;88;24254;121;93;24254;49;31172;44;31150
5876137;5991515;294;20602;118;84;23946;119;89;23946;51;31811;45;31789
5876138;5991515;295;20650;118;85;23994;119;90;23994;52;31888;47;31865
5876139;5991515;299;20896;118;88;24240;121;93;24240;51;32133;45;32111
5876140;5991515;-1;-1;-1;-1;-1;-1;-1;-1;51;32371;46;32349
5876141;5991515;-1;-1;-1;-1;-1;-1;-1;-1;52;32742;46;32720
5876142;5991515;277;19405;101;81;20987;105;88;21162;55;33143;50;33121
5876143;5991515;287;20070;107;91;21652;118;98;21827;53;25815;47;25793
5876144;5991515;273;19102;95;77;20685;105;84;20860;49;25399;44;25377
5876145;5991515;271;18971;91;75;20553;101;82;20728;49;24744;43;24721
5876146;5991515;272;19015;91;76;20598;101;83;20772;53;25712;47;25690
5876147;5991515;275;19246;95;79;20828;105;86;21003;51;25930;45;25908
5876148;5991515;275;19218;85;67;21399;101;83;20827;46;26326;41;26304
5876149;5991515;272;19039;85;65;21221;101;81;20649;47;26156;42;26134
5876150;5991515;271;18950;82;60;21540;97;80;20559;46;26059;40;26037
5876151;5991515;276;19308;76;58;21245;99;83;21292;46;25837;40;25814
5876152;5991515;279;19512;73;53;20849;98;86;29012;46;25723;41;25701
5876153;5991515;282;19731;73;56;21110;99;89;29248;48;26082;43;26060
5876154;5991515;292;20461;85;72;21701;115;94;22073;50;26548;45;26525
5876155;5991515;292;20440;85;71;21680;115;94;22052;47;26337;42;26315
5876156;5991515;289;20216;83;75;26858;90;73;26270;45;25477;40;25455
5876157;5991515;286;20021;82;72;26663;87;70;26075;46;25251;40;25229
5876158;5991515;286;20016;86;72;26658;87;70;26070;47;25114;42;25091
5876159;5991515;292;20414;91;78;27056;91;76;26468;50;27342;45;27320
5876160;5991515;292;20448;91;78;27090;91;76;26502;46;25322;40;25300
5876161;5991515;291;20394;84;70;27129;89;78;30435;46;25618;40;25595
5876162;5991515;296;20717;94;78;28012;101;82;26436;47;26289;41;26267
5876163;5991515;293;20503;91;75;27798;97;79;26222;48;26143;43;26120
5876164;5991515;293;20530;90;79;28765;95;79;25731;47;26011;42;25988
5876165;5991515;291;20402;90;77;28637;90;78;25604;46;25935;41;25913
5876166;5991515;296;20696;82;63;24546;88;67;26659;45;26481;40;26458
5876167;5991515;295;20665;83;66;24746;89;70;26859;49;26595;44;26452
5876168;5991515;319;22300;110;97;26910;114;101;26910;46;26570;41;26427
5876169;5991515;296;20728;90;74;25338;94;78;27452;45;26721;40;26698
5876170;5991515;298;20849;92;77;23872;95;81;23872;44;25969;39;25946
5876171;5991515;314;21995;113;94;25018;114;98;25018;43;26088;38;26065
5876172;5991515;300;20993;95;79;24016;102;83;24016;47;26416;42;26394
5876173;5991515;310;21676;107;89;24699;113;93;24699;45;26479;41;26457
5876174;5991515;311;21785;104;91;24808;113;95;24808;44;26955;39;30111
5876175;5991515;312;21807;85;77;27861;99;87;34705;44;26973;38;28580
5876176;5991515;312;21848;86;76;23459;101;90;34887;46;28424;39;28681
5876177;5991515;314;21987;94;78;23597;104;95;34837;47;28444;40;28701
5876178;5991515;324;22652;113;101;26987;123;113;36532;48;34938;42;34537
5876179;5991515;317;22168;108;94;26504;116;104;28018;46;34574;40;34173
5876180;5991515;315;22071;105;93;26407;116;103;27921;48;34378;42;33978
5876181;5991515;325;22768;104;89;26142;113;104;29295;47;34053;41;33653
5876182;5991515;323;22621;103;87;25994;112;101;29147;44;33622;38;33222
5876183;5991515;321;22483;98;85;25856;110;101;28261;46;33490;40;33090
5876184;5991515;323;22614;98;84;25832;105;95;27858;43;33096;38;32696
