from_id;to_id;walk_t;walk_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d
5795169;5991515;514;35967;122;105;47107;143;113;47107;63;45528;55;45505
5795170;5991515;512;35816;160;142;47510;162;149;47510;64;44084;55;42285
5795171;5991515;510;35734;155;141;47428;162;148;47428;65;44385;56;42587
5795172;5991515;515;36069;169;146;47763;168;153;47763;67;44828;59;43029
5795173;5991515;519;36297;175;149;47992;174;156;47992;68;44918;60;43120
5795174;5991515;516;36107;169;146;47801;168;153;47801;66;44552;58;42754
5795175;5991515;515;36044;169;146;47738;168;153;47738;67;44689;59;42890
5795176;5991515;561;39260;238;218;49766;230;217;50486;63;44213;55;42414
5797069;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5797070;5991515;530;37074;143;118;48807;152;125;48807;60;45011;52;44988
5797071;5991515;531;37192;143;120;48924;152;127;48924;63;46411;54;46388
5797072;5991515;514;35977;122;105;47103;143;113;47103;62;46127;54;46105
5797073;5991515;510;35692;120;101;46818;143;109;46818;62;46212;53;46190
5797074;5991515;508;35574;116;100;46714;143;108;46714;59;45076;51;45054
5797075;5991515;511;35782;120;102;46922;143;110;46922;61;45409;53;45387
5797076;5991515;507;35499;153;138;47193;159;145;47193;64;44031;56;42233
5797077;5991515;509;35625;155;140;47319;162;147;47319;68;44464;59;42665
5797078;5991515;514;35959;160;144;47653;165;151;47653;70;45001;61;43202
5797079;5991515;512;35866;160;143;47560;163;150;47560;67;44837;59;43039
5797080;5991515;513;35911;160;144;47605;165;151;47605;63;44048;55;42249
5797081;5991515;513;35897;160;143;47591;163;150;47591;67;44668;59;42870
5797082;5991515;510;35690;175;159;47030;181;166;47030;63;44200;55;42401
5798974;5991515;479;33533;130;101;43122;117;88;37361;51;41154;44;41132
5798975;5991515;535;37435;143;123;49168;152;130;49168;60;45358;52;45336
5798976;5991515;535;37429;143;123;49162;152;130;49162;62;45245;54;45223
5798977;5991515;535;37436;143;123;49169;152;130;49169;63;46451;55;46428
5798978;5991515;507;35507;120;102;46641;143;110;46641;61;45922;53;45900
5798979;5991515;505;35330;116;100;46465;143;108;46465;62;46280;53;46258
5798980;5991515;505;35330;116;100;46465;143;108;46465;61;45440;52;45418
5798981;5991515;509;35602;120;104;46736;143;112;46736;63;45828;54;45805
5798982;5991515;505;35331;152;135;47025;157;142;47025;63;43892;55;42093
5798983;5991515;503;35205;152;134;46899;157;141;46899;66;43832;57;42033
5798984;5991515;503;35198;147;134;46892;157;141;46892;67;43823;59;42025
5798985;5991515;508;35563;154;139;47257;159;146;47257;64;43715;56;41917
5798986;5991515;506;35425;152;137;47119;159;144;47119;64;43981;56;42183
5798987;5991515;510;35681;155;140;47375;162;147;47375;67;44441;58;42642
5798988;5991515;504;35275;167;153;46614;172;160;46614;62;43675;54;41877
5800879;5991515;472;33037;115;94;42626;101;81;36865;50;40875;43;40853
5800880;5991515;476;33315;121;98;42905;109;85;37144;51;41150;44;41128
5800881;5991515;538;37639;143;126;49372;157;133;49372;49;40779;42;40756
5800882;5991515;506;35418;143;122;47411;152;129;47411;67;47953;58;47931
5800883;5991515;506;35454;143;123;47447;152;130;47447;66;47730;57;47708
5800884;5991515;505;35376;120;101;46534;143;109;46534;61;45738;53;45716
5800885;5991515;502;35112;114;97;46307;143;105;46307;60;45441;52;45419
5800886;5991515;499;34964;116;100;46450;143;108;46450;63;45732;55;45710
5800887;5991515;501;35084;120;103;46724;143;111;46724;63;45817;55;45794
5800888;5991515;493;34542;141;124;46236;149;131;46236;63;43008;54;41209
5800889;5991515;499;34946;147;130;46640;153;137;46640;63;43597;55;41798
5800890;5991515;500;35022;147;131;46716;153;138;46716;65;43509;57;41711
5800891;5991515;503;35233;152;134;46927;157;141;46927;62;43386;54;41588
5800892;5991515;502;35169;147;133;46863;157;140;46863;64;43861;56;42062
5800893;5991515;505;35331;152;135;47025;157;142;47025;66;44401;58;42603
5800894;5991515;503;35184;162;152;46524;172;159;46524;62;43682;54;41883
5800895;5991515;499;34944;159;148;46284;168;155;46284;62;43582;54;41783
5802783;5991515;471;32938;111;92;42528;101;79;36767;51;40872;44;40850
5802784;5991515;469;32819;111;91;42408;99;78;36647;53;40843;46;40821
5802785;5991515;473;33098;115;95;42687;101;82;36926;47;40349;40;40326
5802786;5991515;508;35556;143;124;47548;156;131;47548;48;40531;42;40509
5802787;5991515;505;35318;143;121;47311;152;128;47311;64;47764;56;47742
5802788;5991515;502;35121;143;118;47113;152;125;47113;64;47517;56;47495
5802789;5991515;502;35121;143;118;47114;152;125;47114;62;45979;54;45957
5802790;5991515;503;35190;120;101;46556;143;109;46556;61;45502;53;45480
5802791;5991515;496;34691;116;100;45914;143;108;45914;61;45775;53;45753
5802792;5991515;499;34928;120;103;46150;143;111;46150;62;46078;54;46055
5802793;5991515;490;34314;140;121;46008;147;128;46008;62;42949;54;41150
5802794;5991515;495;34649;143;126;46343;152;133;46343;62;43234;54;41435
5802795;5991515;495;34650;143;126;46344;152;133;46344;62;43235;54;41436
5802796;5991515;497;34763;147;127;46458;153;134;46458;63;43431;55;41632
5802797;5991515;502;35125;147;132;46819;155;139;46819;65;43752;56;41953
5802798;5991515;504;35299;152;135;46993;157;142;46993;66;43494;57;41696
5802799;5991515;495;34627;155;144;45967;159;151;45967;61;42995;53;41196
5802800;5991515;494;34548;154;143;45888;157;150;45888;61;43163;53;41364
5802801;5991515;499;34916;159;148;46256;166;155;46256;63;43522;55;41723
5804689;5991515;468;32773;108;90;42362;97;77;36601;51;40564;43;40541
5804690;5991515;466;32602;105;87;42191;93;75;36430;52;40555;45;40533
5804691;5991515;469;32802;115;95;42716;101;82;36954;51;40539;44;40516
5804692;5991515;471;32995;121;98;42908;109;85;37147;54;40978;47;40956
5804693;5991515;505;35319;143;121;47312;152;128;47312;66;47828;57;47805
5804694;5991515;498;34880;137;115;46873;147;122;46873;64;47434;56;47411
5804695;5991515;497;34806;135;113;46799;147;120;46799;62;46066;53;46044
5804696;5991515;493;34530;116;98;45779;143;106;45779;62;46515;54;46493
5804697;5991515;492;34462;110;97;45684;143;105;45684;62;46111;53;46089
5804698;5991515;500;34990;120;104;46212;143;112;46212;62;46179;53;46157
5804699;5991515;487;34092;140;118;45786;145;125;45786;61;42665;53;40867
5804700;5991515;486;34050;140;117;45744;145;124;45744;61;42605;53;40806
5804701;5991515;490;34300;140;121;45994;147;128;45994;63;42994;55;41196
5804702;5991515;491;34364;140;122;46058;147;129;46058;63;42813;54;41014
5804703;5991515;493;34513;141;124;46207;149;131;46207;62;42987;53;41189
5804704;5991515;495;34661;143;126;46355;152;133;46355;64;43386;56;41588
5804705;5991515;491;34383;150;140;45723;157;147;45723;60;42809;52;41011
5804706;5991515;491;34344;150;140;45683;157;147;45683;64;43098;56;41300
5804707;5991515;495;34618;155;144;45957;159;151;45957;65;43611;57;41813
5806593;5991515;468;32787;102;90;42377;97;77;36615;51;40660;44;40638
5806594;5991515;463;32418;103;85;42007;91;72;36246;50;40313;43;40291
5806595;5991515;463;32384;105;84;41974;91;71;36212;50;40195;43;40173
5806596;5991515;465;32569;111;92;42482;101;79;36721;47;39922;41;39899
5806597;5991515;471;32944;119;97;42857;109;84;37096;52;40831;45;40809
5806598;5991515;475;33254;127;101;43168;117;88;37406;52;41063;45;41041
5806599;5991515;496;34717;131;112;46709;147;119;46709;63;47184;55;47162
5806600;5991515;493;34489;131;109;46482;146;116;46482;64;47041;56;47019
5806601;5991515;490;34290;116;100;45892;143;108;45892;62;46437;54;46414
5806602;5991515;494;34572;116;99;45821;143;107;45821;62;46249;54;46227
5806603;5991515;496;34721;120;101;45970;143;109;45970;63;42611;55;40812
5806604;5991515;487;34087;140;118;45781;145;125;45781;61;42548;53;40749
5806605;5991515;482;33774;133;113;45468;144;120;45468;62;42411;54;40612
5806606;5991515;485;33962;139;116;45656;145;123;45656;61;42471;53;40673
5806607;5991515;488;34144;140;118;45838;147;125;45838;63;42834;55;41035
5806608;5991515;492;34464;141;123;46159;147;130;46159;65;43178;56;41379
5806609;5991515;497;34785;147;128;46479;153;135;46479;64;43359;56;41560
5806610;5991515;486;34028;148;135;45367;156;142;45367;61;42546;53;40747
5806611;5991515;488;34188;148;138;45527;156;145;45527;63;42951;56;41152
5806612;5991515;492;34434;150;141;45774;157;148;45774;65;43101;57;41302
5806613;5991515;515;36050;180;164;47390;184;171;47390;65;44400;57;42601
5808496;5991515;469;32825;104;92;42739;97;82;36961;51;40590;44;40568
5808497;5991515;473;33114;108;95;42704;101;82;36942;52;41039;45;41016
5808498;5991515;472;33010;110;93;42600;101;80;36838;52;40829;44;40806
5808499;5991515;460;32169;105;86;42083;93;73;36321;50;40054;43;40031
5808500;5991515;464;32460;111;90;42373;97;77;36612;46;39627;40;39605
5808501;5991515;476;33295;130;102;43208;117;89;37447;52;41141;45;41118
5808502;5991515;476;33307;130;102;43220;117;89;37459;54;41339;47;41316
5808503;5991515;497;34815;137;114;46807;147;121;46807;66;47313;58;47291
5808504;5991515;493;34502;131;109;46495;146;116;46495;64;46933;55;46910
5808505;5991515;487;34123;120;103;46115;143;111;46115;63;46612;54;46589
5808506;5991515;486;34037;120;103;46104;143;111;46104;62;42581;54;40782
5808507;5991515;483;33819;129;111;45321;144;118;45321;61;42384;53;40586
5808508;5991515;480;33634;129;108;45136;141;115;45136;60;42086;52;40287
5808509;5991515;480;33578;129;110;45272;141;118;44051;60;42161;52;40362
5808510;5991515;484;33879;139;115;45573;144;122;45573;63;42650;55;40851
5808511;5991515;482;33758;133;113;45452;144;120;45452;66;43051;58;41253
5808512;5991515;486;34002;148;135;45341;156;142;45341;66;43237;57;41438
5808513;5991515;483;33801;145;132;45140;155;139;45140;60;42035;52;40237
5808514;5991515;482;33715;145;131;45055;151;138;45055;59;42296;51;40497
5808515;5991515;486;34007;148;135;45346;156;142;45346;60;42560;52;40761
5808516;5991515;489;34244;148;138;45584;156;145;45584;64;43019;56;41220
5808517;5991515;495;34655;152;142;45236;157;145;46803;66;43205;58;41406
5808518;5991515;501;35040;158;148;45621;165;150;47188;67;44679;59;42880
5810399;5991515;465;32561;110;89;42475;102;84;43186;51;40194;44;40172
5810400;5991515;468;32739;112;91;42653;103;87;43364;53;40621;46;40599
5810401;5991515;476;33303;112;97;42892;107;85;37131;54;41175;47;41153
5810402;5991515;455;31848;104;88;42225;93;75;36464;50;39700;43;39678
5810403;5991515;456;31920;104;88;42238;93;75;36477;49;40028;42;40005
5810404;5991515;465;32566;111;92;42479;101;79;36718;49;39634;43;39611
5810405;5991515;476;33352;130;103;43265;117;90;37504;53;41293;46;41271
5810406;5991515;478;33457;130;104;43370;117;91;37609;53;41388;46;41366
5810407;5991515;480;33622;130;107;43535;117;94;37774;65;43056;56;41257
5810408;5991515;492;34438;131;108;46430;143;115;46430;63;42722;54;40923
5810409;5991515;483;33826;116;99;45075;143;107;45075;62;42346;53;40547
5810410;5991515;481;33637;114;97;44886;141;105;44886;62;42168;54;40370
5810411;5991515;484;33891;129;112;45392;144;119;45392;62;42332;53;40534
5810412;5991515;476;33341;119;103;44843;137;112;43622;60;42028;52;40229
5810413;5991515;474;33184;119;104;44878;137;113;43658;60;41815;52;40017
5810414;5991515;477;33355;125;106;45050;140;115;43829;62;42078;54;40279
5810415;5991515;482;33763;133;113;45457;144;120;45457;65;42394;57;40596
5810416;5991515;478;33445;139;127;44785;146;135;43564;61;41823;53;40024
5810417;5991515;477;33413;136;127;44753;146;135;43532;59;41902;51;40104
5810418;5991515;481;33671;145;130;45011;151;137;45011;60;42332;53;40534
5810419;5991515;489;34206;148;138;45545;156;145;45545;63;42684;55;40885
5810420;5991515;492;34427;150;141;45767;157;146;46905;65;43087;57;41288
5810421;5991515;495;34643;152;142;45224;157;145;46791;66;43194;58;41395
5810422;5991515;498;34885;155;146;45466;161;148;47033;65;44514;57;42715
5810423;5991515;530;37091;185;166;48267;181;163;46742;64;43472;56;43449
5810457;5991515;588;41159;124;117;47921;122;110;46183;54;43497;47;43215
5810458;5991515;586;41023;121;110;55024;118;106;45928;55;44051;48;43769
5810462;5991515;587;41098;105;98;50765;105;95;48516;58;45478;50;45196
5810463;5991515;587;41097;102;95;45909;101;92;48293;58;45549;50;45267
5810464;5991515;588;41145;101;93;45791;101;95;48495;59;45959;51;45677
5812300;5991515;459;32127;104;82;42041;98;78;42752;50;39802;43;39780
5812301;5991515;462;32358;105;86;42272;102;82;42983;53;40279;46;40257
5812302;5991515;467;32665;112;90;42578;103;86;43290;56;40706;49;40684
5812303;5991515;455;31860;110;96;42797;101;83;37036;54;41240;47;41217
5812304;5991515;452;31607;106;93;42550;101;80;36789;49;39471;42;39448
5812305;5991515;452;31658;106;93;42608;101;80;36847;46;39039;39;39016
5812306;5991515;454;31770;108;96;41375;101;83;35614;52;39897;45;39874
5812307;5991515;456;31909;112;98;41514;107;85;35752;51;39775;44;39753
5812308;5991515;460;32211;127;115;42726;123;102;36965;52;40991;45;40968
5812309;5991515;460;32224;129;116;42739;123;103;36978;64;42989;55;41191
5812310;5991515;463;32420;131;118;42936;129;105;37174;63;42796;55;40997
5812311;5991515;482;33772;116;99;45021;143;107;45021;62;42350;53;40551
5812312;5991515;478;33473;110;95;44778;136;104;43557;61;42098;53;40299
5812313;5991515;476;33302;115;98;44992;140;107;43771;61;41808;52;40010
5812314;5991515;475;33229;115;99;44550;135;108;43329;60;41825;52;40026
5812315;5991515;470;32925;119;102;44734;130;111;43513;59;41522;51;39723
5812316;5991515;473;33127;120;104;44425;140;113;43204;62;41893;54;40094
5812317;5991515;477;33373;129;109;44671;141;117;43450;64;42300;56;40501
5812318;5991515;476;33309;136;125;44649;146;133;43428;59;41681;51;39883
5812319;5991515;474;33163;136;123;44502;144;131;43281;61;41912;53;40113
5812320;5991515;486;34005;148;135;45344;156;142;45344;60;42401;52;40602
5812321;5991515;486;34027;148;135;45367;156;142;45367;62;42769;55;40970
5812322;5991515;489;34228;147;134;44693;153;137;46260;66;43196;58;41398
5812323;5991515;493;34485;152;138;44950;156;141;46517;66;42543;58;40744
5812324;5991515;499;34962;157;147;45543;162;149;47110;66;43660;58;43638
5812325;5991515;529;37052;185;165;48228;181;163;46703;63;43479;56;43456
5812353;5991515;558;39058;143;125;45658;138;112;38134;53;42020;46;41738
5812354;5991515;561;39264;143;128;45863;141;115;38340;53;42240;46;41958
5812355;5991515;569;39815;141;134;49068;140;126;47250;51;42377;44;42095
5812356;5991515;567;39697;140;132;48928;138;127;49974;54;42799;47;42517
5812358;5991515;597;41781;128;118;55570;128;114;46393;58;43479;51;43197
5812359;5991515;594;41579;124;119;48009;125;114;49055;55;43508;48;43226
5812360;5991515;589;41244;121;110;55032;118;107;45936;55;44457;48;44175
5812361;5991515;587;41105;117;106;54723;115;102;45627;55;44429;48;44147
5812362;5991515;585;40945;111;101;44114;112;95;45159;59;45034;52;44752
5812363;5991515;583;40832;108;100;44000;110;94;45046;56;44964;49;44682
5812364;5991515;584;40859;107;96;46756;104;91;47802;57;45207;50;44925
5812365;5991515;585;40960;105;96;50640;104;93;47909;59;45675;51;45393
5812366;5991515;584;40870;101;95;45886;103;96;52139;60;46355;52;46073
5814173;5991515;412;28820;133;114;37817;128;105;39334;66;34989;60;34899
5814174;5991515;421;29499;142;126;48816;137;115;40012;68;35629;61;35540
5814175;5991515;423;29591;143;125;38587;137;116;40104;74;50160;64;50127
5814176;5991515;442;30957;161;136;41205;169;146;42174;68;48546;59;48512
5814201;5991515;456;31941;104;80;41854;98;76;42566;52;39822;45;39800
5814202;5991515;460;32191;104;83;42104;98;79;42816;53;39483;47;39460
5814203;5991515;467;32682;112;90;42596;103;86;43307;54;40416;46;40394
5814204;5991515;452;31651;106;94;41256;101;81;35495;51;39504;44;39481
5814205;5991515;448;31382;102;91;40987;99;78;35226;49;39137;42;39115
5814206;5991515;448;31379;102;90;40984;97;78;35223;46;38892;40;38869
5814207;5991515;450;31527;104;93;41132;101;80;35370;49;39530;42;39507
5814208;5991515;453;31689;106;95;41294;101;82;35533;50;39666;43;39644
5814209;5991515;458;32064;127;113;42579;123;100;36818;51;40818;44;40796
5814210;5991515;457;32000;125;112;42515;119;99;36754;53;40810;46;40788
5814211;5991515;460;32217;127;115;42732;123;103;36971;66;43039;57;41240
5814212;5991515;484;33853;116;100;45102;143;108;45102;64;42510;55;40712
5814213;5991515;479;33507;116;100;45130;140;109;43909;64;42430;55;40632
5814214;5991515;474;33156;114;97;44408;137;106;43187;60;41679;52;39881
5814215;5991515;472;33018;110;95;44270;129;104;43049;62;41718;53;39920
5814216;5991515;468;32757;115;99;44055;134;108;42834;60;41396;52;39598
5814217;5991515;468;32779;115;99;44077;134;108;42856;63;41352;55;39553
5814218;5991515;469;32845;116;100;44144;134;109;42923;63;41987;55;40189
5814219;5991515;473;33105;135;122;44444;144;130;43224;59;41591;51;39793
5814220;5991515;470;32921;135;120;44261;137;128;43427;61;41671;53;39873
5814221;5991515;490;34271;149;139;45610;156;146;45610;63;42751;55;40952
5814222;5991515;490;34290;149;139;45630;156;146;45630;65;42940;57;41142
5814223;5991515;486;34010;144;131;44475;148;134;46041;65;42463;57;40664
5814224;5991515;485;33963;144;131;44428;145;133;45995;66;42552;58;40753
5814225;5991515;529;37047;185;165;48223;181;162;46698;66;43710;59;43688
5814226;5991515;526;36813;180;162;47989;176;159;46464;64;43535;56;43513
5814227;5991515;521;36498;172;157;47674;172;155;46149;63;43401;56;43379
5814253;5991515;551;38544;136;119;46189;134;117;46189;56;42069;50;41787
5814254;5991515;553;38738;113;94;45105;122;98;44886;56;42283;50;42000
5814255;5991515;553;38685;113;93;45052;115;97;44833;56;42458;49;42176
5814256;5991515;571;39976;143;136;49229;142;129;47411;54;42860;47;42578
5814257;5991515;577;40422;149;139;57012;144;131;39498;54;43343;47;43061
5814258;5991515;573;40124;145;134;56714;143;127;39200;54;43185;47;42903
5814259;5991515;576;40345;148;137;56935;144;130;39421;57;43455;50;43172
5814260;5991515;594;41555;124;118;47986;125;113;49031;59;45881;52;45599
5814261;5991515;590;41300;121;111;55089;120;107;45993;56;44652;49;44370
5814262;5991515;589;41213;114;103;54523;113;99;45427;55;44526;48;44243
5814263;5991515;587;41100;114;105;47052;113;98;45315;56;44785;49;44503
5814264;5991515;581;40671;109;99;46635;106;94;47680;56;44841;49;44559
5814265;5991515;578;40473;102;91;53706;104;93;44725;56;45078;49;44796
5814266;5991515;578;40449;113;101;46734;109;98;45074;58;45539;51;45257
5814267;5991515;579;40556;102;92;52665;106;95;52288;62;46972;53;46689
5814268;5991515;577;40372;98;89;52461;101;92;52084;61;46836;53;46554
5816065;5991515;412;28809;138;121;38272;137;112;39788;63;34571;56;34482
5816068;5991515;401;28098;126;113;48011;128;102;39077;62;33879;55;33790
5816069;5991515;404;28310;133;114;37773;128;105;39290;62;33759;55;33669
5816070;5991515;396;27754;111;99;40474;114;90;38268;63;33906;57;33817
5816071;5991515;397;27789;112;100;40529;114;91;38322;64;33750;57;33661
5816072;5991515;398;27882;114;101;40622;114;92;38415;64;34285;57;34196
5816073;5991515;401;28084;120;105;40914;116;96;38708;65;34291;58;34201
5816074;5991515;415;29056;128;112;40110;130;110;39680;66;35259;59;35169
5816075;5991515;443;31019;162;137;41266;172;147;42235;69;48618;59;48585
5816099;5991515;466;32629;112;89;42531;108;85;43242;51;40230;43;40207
5816100;5991515;451;31561;101;81;41971;98;77;42682;49;39313;42;39290
5816101;5991515;450;31476;106;87;42361;102;83;43072;51;39341;44;39319
5816102;5991515;450;31471;107;88;41391;102;84;42102;50;38851;43;38829
5816103;5991515;449;31422;102;91;41027;99;78;35266;49;39412;42;39390
5816104;5991515;445;31153;98;87;40758;93;74;34996;48;39161;42;39138
5816105;5991515;445;31164;98;87;40769;93;74;35008;46;38642;40;38620
5816106;5991515;448;31366;102;90;40971;97;77;35210;49;39247;42;39224
5816107;5991515;453;31709;106;95;41314;101;82;35553;50;39636;43;39614
5816108;5991515;456;31890;122;111;42405;119;98;36644;49;39745;42;39722
5816109;5991515;453;31694;120;108;42210;117;95;36448;52;40537;46;40515
5816110;5991515;456;31923;122;111;42439;119;98;36678;53;40777;46;40755
5816111;5991515;463;32435;127;112;46412;129;106;37189;55;41244;48;41222
5816112;5991515;462;32324;135;110;46292;141;131;44908;54;41637;48;41615
5816113;5991515;472;33044;115;98;44476;135;107;43256;62;41740;54;39941
5816114;5991515;468;32744;110;95;44000;129;104;42779;59;41298;51;39499
5816115;5991515;464;32484;110;95;44014;126;104;42793;58;41023;50;39224
5816116;5991515;464;32492;110;95;43790;126;104;42569;61;41250;53;39452
5816117;5991515;468;32738;115;99;44036;134;108;42816;61;41240;53;39442
5816118;5991515;467;32714;131;119;42432;137;125;43220;58;41023;50;39225
5816119;5991515;468;32740;132;120;42459;137;126;43247;61;41569;54;39770
5816120;5991515;489;34250;149;135;44715;153;137;46282;67;43005;59;41207
5816121;5991515;487;34116;146;133;44581;149;136;46148;64;42877;56;41078
5816122;5991515;482;33716;138;127;44182;145;130;45748;61;42170;53;40371
5816123;5991515;481;33701;138;127;44166;145;130;45733;64;42406;56;40607
5816124;5991515;482;33773;140;128;44238;145;131;45805;65;42494;57;40695
5816125;5991515;527;36871;182;163;48046;181;160;46522;67;43791;60;43768
5816126;5991515;525;36719;175;161;47894;173;158;46369;66;43565;58;43543
5816127;5991515;518;36284;168;154;47459;167;152;45934;63;43063;55;43041
5816152;5991515;541;37886;117;98;45366;121;102;45146;56;41913;50;41631
5816153;5991515;552;38641;113;93;45008;115;97;44789;57;42714;50;42432
5816154;5991515;549;38425;113;90;44793;109;94;44573;60;42284;53;42262
5816155;5991515;550;38505;113;91;44873;112;95;44653;59;42381;52;42359
5816156;5991515;577;40401;149;138;56990;144;131;39477;54;43395;47;43113
5816157;5991515;576;40325;148;137;56915;144;130;39401;56;43355;49;43073
5816158;5991515;576;40346;121;111;47816;116;104;47652;59;45911;52;45629
5816159;5991515;576;40307;118;109;46567;116;104;47613;59;45862;52;45579
5816160;5991515;576;40306;118;109;46566;116;104;47612;57;45108;50;44826
5816161;5991515;581;40651;122;116;48121;118;109;47956;59;46022;52;45740
5816162;5991515;574;40146;107;97;46051;106;92;47097;59;46026;51;45744
5816163;5991515;574;40159;105;96;46392;104;93;44732;59;45650;52;45368
5816164;5991515;575;40267;103;90;53625;104;92;44713;57;45313;50;45031
5816165;5991515;574;40203;105;91;53320;104;93;52943;58;45608;50;45326
5816166;5991515;573;40117;109;92;53433;106;94;53056;58;45925;51;45643
5816167;5991515;572;40014;101;89;52476;105;92;52099;63;46707;55;46425
5817963;5991515;416;29129;143;125;38592;137;116;40109;64;34937;57;34848
5817964;5991515;412;28862;138;122;38325;137;112;39842;65;34726;58;34636
5817965;5991515;410;28699;133;119;38162;130;110;39679;64;34343;57;34253
5817966;5991515;406;28436;133;116;37900;128;106;39416;63;34228;57;34139
5817967;5991515;393;27544;120;105;40868;116;96;38662;62;33430;55;33341
5817968;5991515;397;27819;112;100;40539;114;91;38332;61;33747;55;33657
5817969;5991515;393;27542;111;96;40262;114;87;38055;62;33636;56;33547
5817970;5991515;393;27538;111;96;40278;114;87;38071;63;33869;56;33779
5817971;5991515;396;27713;112;100;40543;114;91;38337;63;33883;56;33793
5817972;5991515;400;28013;117;104;40843;116;95;38636;63;34202;56;34112
5817973;5991515;413;28901;128;109;39955;130;108;39525;64;35104;57;35014
5817974;5991515;411;28762;126;107;39816;128;106;39386;64;34897;57;34807
5817975;5991515;413;28901;128;110;39977;130;108;39525;65;35176;58;47756
5817976;5991515;415;29056;128;109;39303;135;113;39910;65;35399;57;47399
5817977;5991515;414;28949;130;108;39196;135;117;40165;66;47123;57;47090
5817997;5991515;467;32686;112;90;42588;110;86;43299;53;40299;46;40276
5817998;5991515;468;32741;112;91;42643;114;87;43355;53;40415;46;40393
